URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLES PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
Netclan20241027,https://insights.blackcoffer.com/enhancing-model-accuracy-from-58-to-over-90-strategies-for-improving-predictive-performance/,26,6,0.6249999804687506,0.08101265802275276,17.794117647058822,38.9948006932409,22.71556733611989,17.794117647058822,225,577,2.386481802426343,1,7.126516464471404
Netclan20241028,https://insights.blackcoffer.com/securing-sensitive-financial-data-with-privacy-preserving-machine-learning-for-predictive-analytics/,31,3,0.8235293875432533,0.06614785979348665,19.105263157894736,42.93785310734463,24.817246506095746,19.105263157894736,304,708,2.5338983050847457,2,7.594632768361582
Netclan20241029,https://insights.blackcoffer.com/enhancing-data-collection-for-research-institutions-addressing-survey-fatigue-and-incorporating-verbal-communication-for-richer-insights/,24,11,0.37142856081632686,0.0964187325167528,14.864864864864865,39.05660377358491,21.568587455379912,14.864864864864865,207,530,2.4245283018867925,4,7.552830188679246
Netclan20241030,https://insights.blackcoffer.com/analyzing-the-impact-of-positive-emotions-and-pandemic-severity-on-mental-health-and-resilience-among-entrepreneurs-insights-and-predictive-modeling/,22,9,0.4193548251821024,0.08031088062095627,18.9,39.201451905626136,23.240580762250456,18.9,216,551,2.382940108892922,3,7.266787658802178
Netclan20241031,https://insights.blackcoffer.com/dynamic-brand-centric-dashboard-for-automotive-dealerships-pdf-to-financial-insights-with-flask-react-architecture-and-aws-cloud-hosting/,57,16,0.5616438279226873,0.08598350991050234,17.175675675675677,36.559999999999995,21.49427027027027,17.175675675675677,457,1250,2.2976,5,7.048
Netclan20241032,https://insights.blackcoffer.com/cloud-based-data-modeling-and-analysis-platform-with-drag-and-drop-interface-and-openai-api-integration-for-simulation-insights/,24,9,0.45454544077135034,0.05650684921831019,11.475,33.44556677890011,17.968226711560046,11.475,298,891,2.261503928170595,2,6.858585858585859
Netclan20241033,https://insights.blackcoffer.com/voter-profile-analysis-and-search-application-for-targeted-campaign-engagement-using-government-voter-data/,75,14,0.6853932507259185,0.08666017518338832,20.64,35.10150622134905,22.29660248853962,20.64,536,1527,2.2960052390307792,26,6.8388998035363455
Netclan20241034,https://insights.blackcoffer.com/bert-based-classification-of-individuals-and-organizations-into-two-categories-using-natural-language-processing/,11,3,0.5714285306122479,0.05577689220806019,13.758620689655173,35.78947368421053,19.819237749546282,13.758620689655173,136,380,2.3842105263157896,2,7.221052631578948
Netclan20241035,https://insights.blackcoffer.com/comprehensive-analysis-of-solana-and-ethereum-contributors-using-github-api-with-comparative-study-of-1000-random-github-profiles/,33,9,0.5714285578231296,0.07342657329820529,15.96774193548387,35.4389721627409,20.56268563928991,15.96774193548387,331,934,2.2516059957173447,2,6.607066381156317
Netclan20241036,https://insights.blackcoffer.com/powerbi-rest-api-fetching-dataflow-and-refresh-schedules-with-semantic-models/,40,6,0.7391304187145562,0.10244988841325192,13.916666666666666,34.86943164362519,19.514439324116744,13.916666666666666,227,651,2.3533026113671274,1,7.04147465437788
Netclan20241037,https://insights.blackcoffer.com/automated-job-data-import-and-management-solution-for-enhanced-efficiency/,15,1,0.8749999453125034,0.05992509340852025,13.129032258064516,31.794871794871792,17.969561621174524,13.129032258064516,124,390,2.2282051282051283,1,6.828205128205128
Netclan20241038,https://insights.blackcoffer.com/data-analytics-and-optimization-solution-for-enhancing-renewable-energy-efficiency/,14,1,0.8666666088888928,0.053571428380102044,14.357142857142858,44.04145077720207,23.359437453737975,14.357142857142858,170,386,2.476683937823834,1,7.5
Netclan20241039,https://insights.blackcoffer.com/time-series-analysis-and-trend-forecasting-solution-for-predicting-news-trends/,15,2,0.7647058373702448,0.05923344927096359,14.785714285714286,36.4321608040201,20.487150035893755,14.785714285714286,145,398,2.2562814070351758,1,7.032663316582915
Netclan20241040,https://insights.blackcoffer.com/advanced-data-visualization-solutions-for-monitoring-key-business-metrics-with-integrated-interactive-dashboards/,23,0,0.999999956521741,0.08185053351654614,13.233333333333333,37.53280839895013,20.306456692913386,13.233333333333333,143,381,2.3595800524934383,2,7.438320209973753
Netclan20241041,https://insights.blackcoffer.com/advanced-patient-data-analysis-solution-for-trend-identification-and-improved-healthcare-outcome/,30,1,0.9354838407908438,0.10472972937591307,13.387096774193548,33.33333333333333,18.688172043010752,13.387096774193548,133,399,2.343358395989975,2,7.350877192982456
Netclan20241042,https://insights.blackcoffer.com/anomaly-detection-and-analysis-for-enhanced-data-integrity-and-user-experience-on-bright-datas-website/,18,8,0.3846153698224858,0.08609271494671286,13.029411764705882,34.588235294117645,19.04705882352941,13.029411764705882,147,425,2.3058823529411763,1,6.924705882352941
Netclan20241043,https://insights.blackcoffer.com/building-custom-tflite-models-and-benchmarking-on-voxl2-chips/,20,2,0.8181817809917372,0.04564315343227562,16.448979591836736,27.77053455019557,17.687805656812923,16.448979591836736,213,767,2.039113428943937,1,6.406779661016949
Netclan20241044,https://insights.blackcoffer.com/sports-prediction-model-for-multiple-sports-leagues/,25,2,0.8518518203017844,0.048473967596994676,18.58695652173913,28.725961538461537,18.925167224080266,18.58695652173913,239,832,2.063701923076923,2,6.471153846153846
Netclan20241045,https://insights.blackcoffer.com/efficient-coach-allocation-system-for-sports-coaching-organization/,21,9,0.3999999866666671,0.05769230758136095,16.357142857142858,26.028921023359285,16.954425552200856,16.357142857142858,234,899,1.996662958843159,1,6.253615127919911
Netclan20241046,https://insights.blackcoffer.com/data-studio-dashboard-with-a-data-pipeline-tool-synced-with-podio-using-custom-webhooks-and-google-cloud-function-2/,30,4,0.7647058598615925,0.06126126115088061,18.14814814814815,22.972972972972975,16.44844844844845,18.14814814814815,221,962,1.9449064449064448,1,6.152806652806653
Netclan20241047,https://insights.blackcoffer.com/ai-driven-backend-for-audio-to-text-conversion-and-analytical-assessment-in-pharmaceutical-practice/,22,3,0.7599999696000012,0.05353319046352636,13.980392156862745,34.492753623188406,19.389258312020463,13.980392156862745,238,690,2.3144927536231883,2,6.910144927536232
Netclan20241048,https://insights.blackcoffer.com/cloud-based-web-application-for-financial-data-processing-and-visualization-of-sp-500-metrics/,57,13,0.6285714195918369,0.10937499982910157,21.217391304347824,31.164742917103883,20.952853688580685,21.217391304347824,297,953,2.230849947534103,5,6.8730325288562435
Netclan20241049,https://insights.blackcoffer.com/department-wise-kpi-tracking-dashboard-with-technician-performance-analysis-for-atoz-dependable-service/,27,5,0.6874999785156257,0.04469273736774757,17.718309859154928,25.060827250608277,17.11165484390528,17.718309859154928,309,1233,2.0064882400648822,1,6.2725060827250605
Netclan20241050,https://insights.blackcoffer.com/steps-to-convert-a-node-js-api-to-python-for-aws-lambda-deployment/,22,5,0.6296296063100145,0.06716417893740254,15.375,31.092436974789916,18.586974789915967,15.375,185,595,2.220168067226891,2,6.8201680672268905
Netclan20241051,https://insights.blackcoffer.com/building-an-analytics-dashboard-with-a-pdf-parsing-pipeline-for-data-extraction/,37,26,0.17460317183169569,0.05727272722066115,11.07482993197279,29.20353982300885,16.111347901992655,11.07482993197279,462,1582,2.1106194690265485,1,6.52275600505689
Netclan20241052,https://insights.blackcoffer.com/building-a-real-time-log-file-visualization-dashboard-in-kibana/,27,27,0.0,0.08169440229698276,13.060975609756097,29.25890279114533,16.927951360360574,13.060975609756097,304,1039,2.0548604427333976,2,6.171318575553417
Netclan20241053,https://insights.blackcoffer.com/analyzing-the-impact-of-female-ceo-appointments-on-company-stock-prices/,22,8,0.4666666511111116,0.04909983625351909,15.608695652173912,32.85302593659942,19.384688635509335,15.608695652173912,342,1041,2.101825168107589,5,6.323727185398655
Netclan20241054,https://insights.blackcoffer.com/ai-chatbot-using-llm-langchain-llama/,40,5,0.7777777604938276,0.06777108423528451,20.38888888888889,30.0,20.155555555555555,20.38888888888889,318,1060,2.170754716981132,3,6.630188679245283
Netclan20241055,https://insights.blackcoffer.com/healthcare-ai-chatbot-using-llama-llm-langchain/,32,6,0.6842105083102499,0.05205479444924001,10.485507246376812,25.90975254730713,14.558103917473577,10.485507246376812,356,1374,2.034934497816594,21,6.395196506550218
Netclan20241056,https://insights.blackcoffer.com/ai-bot-audio-to-audio/,6,1,0.7142856122449125,0.022727272653482882,10.132075471698114,27.027027027027028,14.863640999490057,10.132075471698114,140,518,2.083011583011583,2,6.401544401544402
Netclan20241057,https://insights.blackcoffer.com/recommendation-engine-for-insurance-sector-to-expand-business-in-the-rural-area/,18,3,0.7142856802721105,0.05011933162262689,30.25,29.27864214992928,23.811456859971713,30.25,207,707,2.123055162659123,2,6.442715700141442
Netclan20241058,https://insights.blackcoffer.com/data-from-crm-via-zapier-to-google-sheets-dynamic-to-powerbi/,20,0,0.9999999500000024,0.08097165959120786,20.0,24.516129032258064,17.806451612903228,20.0,114,465,1.972043010752688,8,6.086021505376344
Netclan20241059,https://insights.blackcoffer.com/data-warehouse-to-google-data-studio-looker-dashboard/,11,0,0.9999999090909174,0.04119850171835767,13.194444444444445,28.043478260869563,16.495169082125603,13.194444444444445,129,460,2.0282608695652176,14,6.358695652173913
Netclan20241060,https://insights.blackcoffer.com/crm-monday-com-via-zapier-to-power-bi-dashboard/,15,3,0.6666666296296316,0.0687022898141134,15.147058823529411,20.119521912350596,14.106632294352003,15.147058823529411,101,502,1.842629482071713,16,5.731075697211155
Netclan20241062,https://insights.blackcoffer.com/data-management-for-a-political-saas-application/,22,8,0.4666666511111116,0.04815409302061943,14.60759493670886,24.55673758865248,15.665733010144539,14.60759493670886,277,1128,1.8918439716312057,4,5.88918439716312
Netclan20241063,https://insights.blackcoffer.com/google-lsa-ads-google-local-service-ads-etl-tools-and-dashboards/,15,4,0.5789473379501401,0.057228915490274354,24.0,27.720739219712527,20.688295687885013,24.0,135,487,2.162217659137577,1,6.876796714579055
Netclan20241065,https://insights.blackcoffer.com/analytical-solution-for-a-tech-firm/,10,6,0.24999998437500096,0.06611570220613346,27.933333333333334,30.617283950617285,23.420246913580247,27.933333333333334,124,405,2.1703703703703705,2,6.725925925925926
Netclan20241066,https://insights.blackcoffer.com/ai-solution-for-a-technology-information-and-internet-firm/,10,0,0.99999990000001,0.042194092648970075,24.5,36.096256684491976,24.23850267379679,24.5,135,374,2.3128342245989306,1,7.147058823529412
Netclan20241067,https://insights.blackcoffer.com/ai-and-nlp-based-solutions-to-automate-data-discovery-for-venture-capital-and-private-equity-principals/,10,3,0.5384614970414233,0.029748283684786537,21.216216216216218,24.639580602883353,18.342318727639828,21.216216216216218,188,763,1.927916120576671,29,6.024901703800786
Netclan20241068,https://insights.blackcoffer.com/an-etl-solution-for-an-internet-publishing-firm/,13,4,0.5294117335640156,0.04941860450750406,25.26923076923077,24.608150470219435,19.950952495780083,25.26923076923077,157,638,1.901253918495298,17,5.774294670846395
Netclan20241069,https://insights.blackcoffer.com/ai-based-algorithmic-trading-bot-for-forex/,9,10,-0.05263157617728546,0.057057056885714545,19.37142857142857,23.017107309486782,16.955414352366144,19.37142857142857,148,643,1.8833592534992223,26,5.721617418351477
Netclan20241070,https://insights.blackcoffer.com/equity-waterfalls-model-based-saas-application-for-real-estate-sector/,6,2,0.4999999375000079,0.028880866321729724,16.322580645161292,30.265848670756647,18.635371726367175,16.322580645161292,148,489,2.067484662576687,6,6.519427402862986
Netclan20241071,https://insights.blackcoffer.com/ai-solutions-for-foreign-exchange-an-automated-algo-trading-tool/,10,2,0.6666666111111158,0.041237113260353564,28.27777777777778,27.95031055900621,22.491235334713593,28.27777777777778,135,483,2.018633540372671,3,6.3685300207039335
Netclan20241072,https://insights.blackcoffer.com/ai-agent-development-and-deployment-in-jina-ai/,12,4,0.4999999687500019,0.07881773360188309,28.416666666666668,32.92307692307692,24.53589743589744,28.416666666666668,107,325,2.2553846153846155,2,6.873846153846154
Netclan20241073,https://insights.blackcoffer.com/golden-record-a-knowledge-graph-database-approach-to-unfold-discovery-using-neo4j/,16,4,0.5999999700000015,0.06734006711333311,22.73076923076923,23.14487632508834,18.35025822234303,22.73076923076923,131,566,1.8692579505300353,7,5.904593639575972
Netclan20241074,https://insights.blackcoffer.com/advanced-ai-for-trading-automation/,12,1,0.8461537810650938,0.04814814796982168,18.85185185185185,25.102880658436217,17.581893004115226,18.85185185185185,122,486,1.9362139917695473,4,6.0699588477366255
Netclan20241075,https://insights.blackcoffer.com/create-a-knowledge-graph-to-provide-real-time-analytics-recommendations-and-a-single-source-of-truth/,10,4,0.42857139795918586,0.06965174094700627,20.4375,32.25806451612903,21.078225806451613,20.4375,100,310,2.3,1,7.17741935483871
Netclan20241076,https://insights.blackcoffer.com/advanced-ai-for-thermal-person-detection/,9,1,0.7999999200000081,0.07246376759084226,23.8,36.36363636363637,24.06545454545455,23.8,80,220,2.3772727272727274,2,7.381818181818182
Netclan20241077,https://insights.blackcoffer.com/advanced-ai-for-road-cam-threat-detection/,9,9,0.0,0.10714285650510205,18.6,34.60076045627377,21.28030418250951,18.6,91,263,2.296577946768061,1,7.186311787072244
Netclan20241078,https://insights.blackcoffer.com/advanced-ai-for-pedestrian-crossing-safety/,9,3,0.4999999583333368,0.07361963145018631,22.76923076923077,32.49097472924188,22.104082199389058,22.76923076923077,90,277,2.216606498194946,2,6.9675090252707585
Netclan20241079,https://insights.blackcoffer.com/handgun-detection-using-yolo/,9,0,0.9999998888889013,0.06382978678134903,16.285714285714285,38.095238095238095,21.752380952380953,16.285714285714285,80,210,2.466666666666667,1,7.747619047619048
Netclan20241080,https://insights.blackcoffer.com/using-graph-technology-to-create-single-customer-view/,7,7,0.0,0.07291666628689236,15.333333333333334,36.092715231788084,20.57041942604857,15.333333333333334,109,302,2.337748344370861,2,7.129139072847682
Netclan20241081,https://insights.blackcoffer.com/car-detection-in-satellite-images/,13,1,0.8571427959183717,0.05223880577522834,18.884615384615383,27.695560253699792,18.63207025532607,18.884615384615383,131,473,2.004228329809725,9,6.241014799154334
Netclan20241082,https://insights.blackcoffer.com/building-a-physics-informed-neural-network-for-circuit-evaluation/,18,3,0.7142856802721105,0.06624605657335629,18.379310344827587,28.13102119460501,18.60413261577304,18.379310344827587,146,519,2.0597302504816954,11,6.431599229287091
Netclan20241083,https://insights.blackcoffer.com/connecting-mongodb-database-to-power-bi-dashboard-dashboard-automation/,12,3,0.5999999600000027,0.046296296153406497,25.045454545454547,25.37313432835821,20.167435549525102,25.045454545454547,136,536,2.0111940298507465,10,6.134328358208955
Netclan20241084,https://insights.blackcoffer.com/data-transformation/,22,11,0.33333332323232356,0.09322033871971656,19.65625,20.32520325203252,15.99258130081301,19.65625,125,615,1.8715447154471545,11,5.658536585365853
Netclan20241085,https://insights.blackcoffer.com/e-commerce-store-analysis-purchase-behavior-ad-spend-conversion-traffic-etc/,10,1,0.8181817438016598,0.03767123274770126,18.53846153846154,25.79957356076759,17.735214039691652,18.53846153846154,121,469,1.9680170575692963,13,6.268656716417911
Netclan20241086,https://insights.blackcoffer.com/kpi-dashboard-for-accountants/,12,0,0.9999999166666736,0.044609665261674106,30.5,31.06796116504854,24.62718446601942,30.5,128,412,2.0728155339805827,6,6.711165048543689
Netclan20241087,https://insights.blackcoffer.com/return-on-advertising-spend-dashboard-marketing-automation-and-analytics-using-etl-and-dashboard/,26,6,0.6249999804687506,0.05574912882273671,20.86046511627907,30.454545454545457,20.52600422832981,20.86046511627907,268,880,2.121590909090909,4,6.555681818181818
Netclan20241088,https://insights.blackcoffer.com/ranking-customer-behaviours-for-business-strategy/,11,7,0.2222222098765439,0.06101694894570526,26.333333333333332,22.77777777777778,19.644444444444446,26.333333333333332,123,540,1.9388888888888889,6,5.972222222222222
Netclan20241089,https://insights.blackcoffer.com/algorithmic-trading-for-multiple-commodities-markets-like-forex-metals-energy-etc/,9,1,0.7999999200000081,0.03584229377834303,19.416666666666668,29.010989010989015,19.37106227106227,19.416666666666668,132,455,2.1296703296703297,1,6.507692307692308
Netclan20241090,https://insights.blackcoffer.com/trading-bot-for-forex/,7,2,0.5555554938271674,0.045918367112661396,24.785714285714285,25.538461538461537,20.129670329670333,24.785714285714285,83,325,2.0492307692307694,1,6.141538461538461
Netclan20241091,https://insights.blackcoffer.com/python-model-for-the-analysis-of-sector-specific-stock-etfs-for-investment-purposes%ef%bf%bc/,11,3,0.5714285306122479,0.05490196056901192,28.789473684210527,22.709923664122137,20.599758939333068,28.789473684210527,119,524,1.916030534351145,5,5.864503816793893
Netclan20241092,https://insights.blackcoffer.com/medical-classification/,7,3,0.39999996000000404,0.03378378366964938,24.55,25.847457627118644,20.158983050847457,24.55,122,472,2.01271186440678,5,6.334745762711864
Netclan20241093,https://insights.blackcoffer.com/design-develop-bert-question-answering-model-explanations-with-visualization/,5,5,0.0,0.038759689772249264,27.5625,26.168224299065418,21.492289719626168,27.5625,112,428,2.0257009345794392,6,6.453271028037383
Netclan20241094,https://insights.blackcoffer.com/design-and-develop-solution-to-anomaly-detection-classification-problems/,9,17,-0.30769229585798863,0.10612244854643899,23.470588235294116,37.79527559055118,24.50634553033812,23.470588235294116,144,381,2.335958005249344,8,6.9317585301837275
Netclan20241095,https://insights.blackcoffer.com/an-etl-solution-for-currency-data-to-google-big-query/,5,3,0.24999996875000394,0.02807017534010465,23.714285714285715,25.6198347107438,19.733648170011804,23.714285714285715,124,484,1.9442148760330578,10,6.080578512396694
Netclan20241096,https://insights.blackcoffer.com/etl-and-mlops-infrastructure-for-blockchain-analytics/,6,2,0.4999999375000079,0.023391812797099964,23.192307692307693,26.27986348122867,19.78886846941455,23.192307692307693,154,586,1.977815699658703,0,6.112627986348123
Netclan20241097,https://insights.blackcoffer.com/an-agent-based-model-of-a-virtual-power-plant-vpp/,7,4,0.2727272479338866,0.0408921931565346,22.04,20.817843866171003,17.143137546468402,22.04,112,538,1.8698884758364311,0,5.75278810408922
Netclan20241098,https://insights.blackcoffer.com/transform-api-into-sdk-library-and-widget/,10,1,0.8181817438016598,0.06249999964488637,36.0,30.592105263157894,26.636842105263156,36.0,93,304,2.111842105263158,0,6.463815789473684
Netclan20241099,https://insights.blackcoffer.com/integration-of-a-product-to-a-cloud-based-crm-platform/,8,6,0.14285713265306196,0.058091286066011265,16.875,28.205128205128204,18.03205128205128,16.875,110,390,2.1025641025641026,1,6.530769230769231
Netclan20241100,https://insights.blackcoffer.com/a-web-based-dashboard-for-the-filtered-data-retrieval-of-land-records/,14,3,0.6470587854671302,0.06181818159338843,24.058823529411764,27.204030226700255,20.50514150244481,24.058823529411764,108,397,2.136020151133501,0,6.775818639798489
Netclan20241101,https://insights.blackcoffer.com/integration-of-video-conferencing-data-to-the-existing-web-app/,5,0,0.99999980000004,0.021929824465220068,23.333333333333332,29.55223880597015,21.154228855721392,23.333333333333332,99,335,2.2119402985074625,0,6.776119402985074
Netclan20241102,https://insights.blackcoffer.com/design-develop-an-app-in-retool-which-shows-the-progress-of-the-added-video/,11,0,0.9999999090909174,0.05527638163177698,70.8,25.0,38.32,70.8,85,340,1.988235294117647,2,6.147058823529412
Netclan20241103,https://insights.blackcoffer.com/auvik-connectwise-integration-in-grafana/,5,1,0.6666665555555741,0.025210083927688722,17.47826086956522,31.28205128205128,19.504124860646602,17.47826086956522,122,390,2.2333333333333334,0,6.876923076923077
Netclan20241104,https://insights.blackcoffer.com/data-integration-and-big-data-performance-using-elk-stack/,6,1,0.7142856122449125,0.025270758031513508,14.676470588235293,28.721174004192875,17.359057836971267,14.676470588235293,137,477,2.1949685534591197,5,6.777777777777778
Netclan20241105,https://insights.blackcoffer.com/web-data-connector/,6,1,0.7142856122449125,0.023728813478885377,14.942857142857143,26.181102362204722,16.449583802024744,14.942857142857143,133,508,2.0236220472440944,2,6.216535433070866
Netclan20241106,https://insights.blackcoffer.com/an-app-for-updating-the-email-id-of-the-user-and-stripe-refund-tool-using-retool/,13,2,0.7333332844444478,0.06249999973958333,68.0,21.21212121212121,35.68484848484849,68.0,84,396,1.9318181818181819,2,6.005050505050505
Netclan20241107,https://insights.blackcoffer.com/an-ai-ml-based-web-application-that-detects-the-correctness-of-text-in-a-given-video/,7,5,0.16666665277777895,0.04780876474976588,49.22222222222222,24.593967517401392,29.526475895849444,49.22222222222222,106,431,2.0417633410672855,1,6.401392111368909
Netclan20241108,https://insights.blackcoffer.com/website-tracking-and-insights-using-google-analytics-google-tag-manager/,21,2,0.8260869206049165,0.03789126847134882,19.75438596491228,25.068119891008173,17.929002342368182,19.75438596491228,276,1101,1.9037238873751134,2,5.9009990917347865
Netclan20241109,https://insights.blackcoffer.com/dashboard-to-track-the-analytics-of-the-website-using-google-analytics-and-google-tag-manager/,23,0,0.999999956521741,0.036277602466439116,22.18867924528302,23.249783923941227,18.175385267689702,22.18867924528302,269,1157,1.8746758859118409,1,5.827139152981849
Netclan20241110,https://insights.blackcoffer.com/power-bi-dashboard-on-operations-transactions-and-marketing-embedding-the-dashboard-to-web-app/,5,3,0.24999996875000394,0.0349344976640415,18.157894736842106,34.33734939759036,20.998097653772987,18.157894736842106,114,332,2.3132530120481927,1,7.129518072289157
Netclan20241111,https://insights.blackcoffer.com/nft-data-automation-looksrare-and-etl-tool/,8,3,0.4545454132231443,0.04214559370825443,21.73913043478261,22.03742203742204,17.51062098888186,21.73913043478261,106,481,1.9106029106029105,2,5.82952182952183
Netclan20241112,https://insights.blackcoffer.com/optimize-the-data-scraper-program-to-easily-accommodate-large-files-and-solve-oom-errors/,11,2,0.6923076390532585,0.060185184906550074,19.0,27.507163323782237,18.602865329512895,19.0,96,349,2.1432664756446993,1,6.641833810888252
Netclan20241113,https://insights.blackcoffer.com/making-a-robust-way-to-sync-data-from-airtables-to-mongodb-using-python-etl-solution/,8,4,0.3333333055555579,0.04494382005639019,21.217391304347824,20.851063829787233,16.827382053654024,21.217391304347824,98,470,1.9489361702127659,1,6.078723404255319
Netclan20241114,https://insights.blackcoffer.com/incident-duration-prediction-infrastructure-and-real-estate/,6,1,0.7142856122449125,0.03465346517498285,20.11764705882353,32.02416918429003,20.856726497245425,20.11764705882353,106,331,2.268882175226586,3,6.945619335347432
Netclan20241115,https://insights.blackcoffer.com/statistical-data-analysis-of-reinforced-concrete/,11,1,0.8333332638888947,0.036585365742117786,30.05263157894737,30.324909747292416,24.151016530495916,30.05263157894737,168,554,2.2057761732851984,4,6.768953068592058
Netclan20241116,https://insights.blackcoffer.com/database-normalization-segmentation-with-google-data-studio-dashboard-insights/,4,2,0.33333327777778704,0.026431717945234724,18.42105263157895,33.82789317507419,20.899578322661256,18.42105263157895,114,337,2.2670623145400595,4,7.008902077151335
Netclan20241117,https://insights.blackcoffer.com/power-bi-dashboard-to-drive-insights-from-complex-data-to-generate-business-insights/,8,4,0.3333333055555579,0.04687499981689453,20.73913043478261,25.82781456953642,18.62677800172761,20.73913043478261,117,453,1.9867549668874172,4,6.068432671081678
Netclan20241118,https://insights.blackcoffer.com/real-time-dashboard-to-monitor-infrastructure-activity-and-machines/,5,3,0.24999996875000394,0.035242290593646294,25.642857142857142,33.33333333333333,23.59047619047619,25.642857142857142,114,342,2.2485380116959064,4,7.067251461988304
Netclan20241119,https://insights.blackcoffer.com/electric-vehicles-ev-load-management-system-to-forecast-energy-demand/,5,8,-0.23076921301775286,0.0396341462206276,26.45,29.82456140350877,22.50982456140351,26.45,153,513,2.138401559454191,7,6.42495126705653
Netclan20241120,https://insights.blackcoffer.com/power-bi-data-driven-map-dashboard/,6,0,0.9999998333333611,0.029850746120145544,27.583333333333332,29.46708463949843,22.820167189132707,27.583333333333332,94,319,2.1410658307210033,1,6.5736677115987465
Netclan20241121,https://insights.blackcoffer.com/google-local-service-ads-lsa-leads-dashboard/,39,5,0.7727272551652897,0.08133086861121835,17.396551724137932,21.963562753036435,15.744045790869746,17.396551724137932,217,988,1.8076923076923077,2,5.754048582995951
Netclan20241122,https://insights.blackcoffer.com/aws-lex-voice-and-chatbot/,13,0,0.9999999230769291,0.034391534300551495,20.37142857142857,16.88125894134478,14.901075005109341,20.37142857142857,118,699,1.7195994277539342,17,5.393419170243204
Netclan20241123,https://insights.blackcoffer.com/metabridges-api-decentraland-integration/,5,1,0.6666665555555741,0.02307692298816568,21.555555555555557,33.98328690807799,22.215536985453422,21.555555555555557,122,359,2.2757660167130918,0,7.027855153203342
Netclan20241124,https://insights.blackcoffer.com/microsoft-azure-chatbot-with-luis-language-understanding/,10,1,0.8181817438016598,0.04680851043911272,29.416666666666668,32.84457478005865,24.90449657869013,29.416666666666668,112,341,2.337243401759531,0,7.1114369501466275
